,Faallo,Sun ah,Fuxshi,Goodis,Caay,Sinji-nacayb,Aan sun aheyn
,Walee catoosh af waa ku yelaaaaaaa kkkk,1,0,0,1,0,0
,Warya balayo afka leyrinayo naga aamus hadii aad alle taqan,1,0,0,1,0,0
,Madaxa fiiri bil ramadaan dhalinta inta badan timaha way iska gaabiyaan ama iska xiiraan si allah soonkoodo iyo salaadooda u aqbalo lknse catoosh kama muuqato,1,0,0,0,0,0
,Surwalkan dabceejiska ah maxa waaye doono maa kasoo dafaty,1,0,0,0,0,0
,Fooda lee iska xagaaji,1,0,0,0,0,0
,Aamin Yarapi,0,0,0,0,0,1
,Sifiican udhaq lugaha faraha dhaxdooda waysada buuxi sharuudaheda,0,0,0,0,0,1
,Catoshow Allow anan codkaga ku anfurin,1,0,0,0,0,0
,Amin amin yarabi,0,0,0,0,0,1
,Madaxaaga iska Soo hagaaji,1,0,0,0,0,0
,Surwalka Dumarka ayuu wataa,1,0,0,0,0,0
,Masaajid galitaan kiisa maa kugu cusub walalow,1,0,0,0,0,0
,Sarwalkii maslaxo miaa qabta,1,0,0,0,0,0
,Amiin Amiin Amiin,0,0,0,0,0,1
,Weysada nooca aad u weyseysaneyso waa khalade si fcn u meyro,1,0,0,0,0,0
,Adiga sidan u eg ayaa wax tujin miyaa madax sida u dhaan,1,0,0,0,0,0
,Gacanta luguha Ku wasaynaysi wax baro meshaan wa lugu dhamaye,1,0,0,0,0,0
,Iimaanka lagaa qaad uus buuran,1,0,0,1,0,0
,walale weysada iska sax xusulada gaarsii biyaha iyo ciribta wlle,0,0,0,0,0,1
,Weesada iga adkey sxb,0,0,0,0,0,1
,War foolxumadada io foodada igala hortag,1,0,0,1,0,0
,Views ki ma masaajidka uu galay,1,0,0,0,0,0
,Jeertaan jeertu dhashey maad Naga qarisid bisha ramadaan,1,0,0,0,0,0
,Qayladu haku danbeyse weysada iska sax,1,0,0,0,0,0
,Weysada horta sax dhaha,1,0,0,0,0,0
,Catooshow ramadaan sida loo galayba wa xanaqsan tahay ma sheydaanki la xirey baa farxadii kaa sii qaatey,1,0,0,0,0,0
,Catoosh yaa kaa xanaajiyay si xun ayaa camera usoo fiirinoysaa,1,0,0,0,0,0
,Waasqaadka iska sax nio gacata midig,0,0,0,0,0,1
,lugaha lugumadhaqo,0,0,0,0,0,1
,Boqorka imaamka maxaa leedahay.,0,0,0,0,0,1
,"Uma baahnid inad video iska duubto marka aad salaadda tukanayso ama aad qur’aan akhrisanayso ama aad hawlo kale oo aad Alle ugu dhawaanayso samaynayso.""",0,0,0,0,0,1
,Suu uyaalo lee dey,1,0,0,0,0,0
,Waaa maalin kale oo mucjiso ah haddane,1,0,0,0,0,0
,Madaxa Malla Oggolyahay Assaga ?,0,0,0,0,0,1
,Ducada la aqriyo waysada kadib ma taqaan mise waa iska taagtay gacmaha,1,0,0,0,0,0
,Waaa maalin kale oo mu cujisi ah haddane catoosh,1,0,0,0,0,0
,Salaadu adiga iyo rabigaa ayay u dhaxaysaa ee adiga iyo aniga maaha ikhlaas yeelo,1,0,0,0,0,0
,Imaamka halaga xishoodo,0,0,0,0,0,1
,madaxan foosha xun iska hagaaji,1,0,0,1,0,0
,Waxba ka qaldan sidan lo waysaysto laguma barin miyaa war ilali salada shurada heda dintane baro balayo lacag bas ku radi see bari wa dhimane ogow bini Adam kula galane ma jiro qabriga,1,0,0,0,0,0
,Yaahuu calool weyne,1,0,0,1,1,0
,"war Hana danbajin""",0,0,0,0,0,1
,War hor ta tinta iska xiir mar kaas hadal,1,0,0,0,0,0
,Xibnaha sifiican udhaqa wllo,0,0,0,0,0,1
,Weysadaada sax walalkey masaxnee,0,0,0,0,0,1
,imaanka Alle kaaqadye ma Saladii ilhay baa baad views ka radineysaa,1,0,0,0,0,0
,Hada cagahaan maa share garee naleedahay,1,0,0,0,0,0
,Balayo dhafoora weyn ilahey kabaqo oo muslimka isku ekeysii,1,0,0,1,1,0
,Bonka nawareri walhi,1,0,0,1,1,0
,Wll waxad iskasaxda timahada kala dheer,1,0,0,0,0,0
,Cagahaas aad u moodo qof dab ku dhacay mesha kala tag,0,0,0,0,0,0
,Ma qasabaa share tu,1,0,0,0,0,0
,Sanad kan kahor masontay cadoshow,0,0,0,0,0,1
,Waysaqaadkaas waxba kama jiro,0,0,0,0,0,1
,"I,aamin video duurkii laduubay",0,0,0,0,0,1
,Salaaada igu sawir waa ka weyn thy hadowna hurda kasoo kacay,0,0,0,0,0,1
,Salad maqrib oo hurda laga soo kacaa waligay ma arkin,0,0,0,0,0,1
,Masjidja ciyarta Kada,0,0,0,0,0,1
,catooshoow waa fiicanythy lakin madaxa iskajar,1,0,0,0,0,0
,surwalki najmo nashad oo kalad wadata,1,0,0,1,0,0
,Gafuurka Day,1,0,0,1,1,0
,Cibadaadadu sawir maahan,0,0,0,0,0,1
,Guleedi wayne amaad meesha ka kici waysaa,0,0,0,0,0,1
,Imaam food leh miyaa yaab diinta ciyaar ciyaar ayaad ka dhigeysaan,1,0,0,0,0,0
,Weysada suxulka horay udhaafi,0,0,0,0,0,1
,AlfanaaN baaba catoosh yare adi maa saan noogalooyo gormee imaam noqoty,0,0,0,0,0,1
,Surwaal bilcaameed,0,0,0,0,0,1
,Alxmdulilah ilhy wanka Cabsdaa kuma share greynyo kwrn hee,0,0,0,0,0,1
,Alxmdulilah ilhy wanka Cabsdaa kuma share greynaayo kawaran hee,0,0,0,0,0,1
,Marka weeso qadka miya ducada ku qawane misa masaajidka gudaha lagu diiday,0,0,0,0,0,1
,Weysada iska saxa imaamnimo hano danbeyse ree durdur,1,0,0,0,1,0
,War yaa ilaahey yaqan,0,0,0,0,0,1
,Oo axadkaan naga qabta,1,0,1,0,0,0
,madaxas ma masajid la gashey,1,0,0,1,0,0
,"Weysada in Ee ansaxday aya ka horeyso imaamka jeegada u xiiran,tahooow kkkk",1,0,0,1,0,0
,Xusulaha biyaha gaarsii oo iska siib qamiiska kugu dhagan kkkk,0,0,0,0,0,1
,Lugta bidixda lama dhaqaayo ??,0,0,0,0,0,1
,Dadku catosh imaam u yahay salama waa aduunyo abahed  wastay,1,1,0,1,0,0
,Timaha iska qurxi,1,0,0,0,0,0
,aaaaaaaamin aaaaamin,0,0,0,0,0,1
,DAy lugta balo ku ciyadhayy,1,0,0,0,0,0
,waxaan dadka yaa kaqabta aadin diinka moodid,1,0,1,1,0,0
,Masaajidka aqlaadiisa ilaali salaada ilaali,0,0,0,0,0,1
,Waysada xataa muu saxin,1,0,0,0,0,0
,Sarwaalka uu qabo waa sarwaal gabdheed,1,0,0,1,0,0
,Diinta haku ciyaarina ninkan timaha dhanka xiiran wax tujinmaayeee,1,0,0,1,0,0
,Xita qabka loo weysa qato mataqanid,1,0,0,0,0,0
,Waryaa madaxa iska hagaaji,1,0,0,1,0,0
,Jeega xiir miskiin ah,1,0,0,1,0,0
,War waxaaga lamamuujisto,0,0,0,0,0,1
,waxaagu waa is tustus,1,0,0,0,0,0
,Sandarashadii Maad Inaga Cuntay Imaam Catoosh,0,0,0,0,0,1
,Rahmo Raxmo ninkaan hadda ka hor intuu Nairobi noo Soo duubay sida loo qobaysto,1,0,0,0,0,0
,Waysaqaadka iska sax awal,0,0,0,0,0,1
,Ahmed Mahamed Yusuf ninkan mesha weesada yaa geeyey,0,0,0,0,0,1
,Allah hawnaxariisto jano fardawsana hageeyo,0,0,0,0,0,1
,Maslaxo waa udarsatay,1,0,0,0,0,0
,"Culeys waliba ku haysto allaah ha kaa qaado waa bil Ramadaan hadii aad ii tabato follow,,da
 tnks",0,0,0,0,0,1
,Ku sali nabiga scw scw scw,0,0,0,0,0,1
,Weesada sifiican u sax si ay dad badani u fahmaan meel dhexe ayaad ka soo noqonoosaaa,0,0,0,0,0,1
,"Hogaamiyihi Ugu Cadaalada Badnaa Wuxuu Ahaa Nabi Mohammed NNKH"""".""",0,0,0,0,0,1
,Inta hadda hurdo laga soo kaco nagula istiimaa yaab!!,1,0,0,1,0,0
,Shiikh catoosh yare,0,0,0,0,0,1
,Lugta bidixna meeye weesada war Kan caadi mhn wlhi,1,0,0,0,0,0
,Hadaad ilhy jeceshshy maxaad dhafooraha u xiiratey,1,0,0,0,0,0
,Wajigiisa Lee Day Adi Oo Shambeeyga U Ekaaday.,1,0,0,1,1,0
,Catoshow dheylo meel ku sheeg ilkaha baa i xanuunayee,0,0,0,0,0,1
,Balayo lug yar,1,0,0,1,1,0
,Ciyartiyo shiribka ituma Away,0,0,0,0,0,1
,Maanta diinta maa ku cayaaree catoosh ?,1,0,0,0,0,0
,Qof ilaahey kacab sanaayo madax sidaan uma xiirto,1,0,0,0,0,0
,Surwaalkaasi ma hablaha u dooray catoosh!,1,0,0,1,0,0
,Hhh Alle ka cabsi hal bil ah miyaa keentay calool dheere,1,0,0,1,1,0
,Allihi ku sameyay Eed malehe indhihi ku arka Ayaan darana Catoshow,1,0,0,1,0,0
,Jeegaakuujaran imaamaataha beenbadanaa,1,0,0,1,0,0
,Weysada ley iska sax horta,0,0,0,0,0,1
,Qanjira wayne bal waxa u jaran arag.,1,0,0,1,1,0
,Jaaahilow cibadadu ma aha wax lagu faano ee waa wax la qarsado,1,,,,,
,Catooshow salaad aad tujiso ku celis waayay,1,0,0,1,0,0
,Masha allaah tabaaraka llaah soomaali nimadu iska keenkeen maahane waa loo dhashaa,0,0,0,0,0,1
,cirba xume,1,0,0,1,0,0
,LAX dhugan abaar moog ar ma soonta,1,0,0,0,0,0
,Ale cabsidiisa oo lagu faanaayo moogi sidey noqon doonto,1,0,0,0,0,0
,Dadkale malawayey,0,0,0,0,0,1
,Allha unaxaristo,0,0,0,0,0,1
,Waysada iska sax,0,0,0,0,0,1
,Xusulka dhaq,0,0,0,0,0,1
,Wale manta sonka wakaa muqdaa dhaylo cadi mhn,0,0,0,0,0,1
,Imaam iska ba’ay kkk,1,0,0,0,0,0
,Bishinta Ma shinni baa kaqaniintay,0,0,0,0,0,1
,Madaha naga hagaaji wayahee,0,0,0,0,0,1
,Gacanta si fican udhaq xusulka madan dhaqin bro,0,0,0,0,0,1
,"Cajaa,ib anagaa wax aragnay bal qofkan noocma ma markiisii ugu horeesay uu weeseesto miyaa",1,0,0,0,0,0
,Catoosh surwaalkii hablaha ayaa soo xidhatay masjinka qayta raga hasoo gelin,1,0,0,1,0,0
,Haaa dhageesto mahanoo fanaan ayaaba eheed,0,0,0,0,0,1
,Sidii duqayda dumarka ah. Baa uwaysaysanysaa cataoosh,1,0,,,,
,war hooy cismanoow ilhy ha cabso waxad ku hadlayso ufirso,,,0,1,0,0
,Alle aaqiro zaman maxa la jooga in diinta ciyaar ciyaar laga dhigto,1,0,0,0,0,0
,Salaada inta lagaarin weesada iska sax,0,0,0,0,0,1
,Wuxu weesa qaad xumaa,1,0,0,1,0,0
,Hamda Hussein Odaygan Hargeysa kucasuunteda bishan ramadan ina adeereey,1,0,0,1,0,0
,"Isgoo intaa La,eg Ayuw Lugtiis Gaadhin Markeey Xaaraanto Kugu Fakto Nucaasaa Noqone""",1,0,0,1,0,0
,Catooshow ma masaajidkii kaa gashay veiweskiii,1,0,0,0,0,0
,Illhow sonka iyo salda naga aqabl,0,0,0,0,0,1
,Ma salaadii views kii kaa galaÿ,1,0,0,0,0,0
,Nio dhayaladaba waad raadisaaye maad waysada iska saxdo neef galgalin joogaad mooddaa war waysa xumadaada caruuraha meeshan noo isticmaala hannga barin.,1,0,0,1,0,0
,Ilkaha inta darbi dhigtid ugu carar,1,0,0,0,0,0
,surwaalka naagaha aa wadataa adiga,1,0,0,1,0,0
,Lugta harty dhaqisteda malaga boday,0,0,0,0,0,1
,Nio maxaad la xanaaqsantahay ood ganfuurka la taagee caadi iska dhiga adigaa misaajikan galaa haleyduubo adaa dhahay,1,0,0,1,0,0
,Anoo ujeeduu cantuugay,0,0,0,0,0,1
,Catooshow masjidka foodada ka daa,1,0,0,0,0,0
,waysada waa in laga saxaa,1,0,0,0,0,0
,Dhasha Weyne,1,1,0,1,0,0
,Waba ladugdey xafdeyda,0,0,0,0,0,1
,Gafuurka day,1,0,0,1,0,0
,Masjidka Haku Daadinin Ballaayo Af Turunbo Ah leh,1,0,0,1,1,0
,Ninki ugu horeyay wesa qaad ino so tabiyo kusuco imaamka,0,0,0,0,0,1
,Catoosh saxiib mcn imaam food jaranayo waa maxay,1,0,0,0,0,0
,Inad salaad igu sawir ah dukanaysi maa sii faafina,1,0,0,0,0,0
,Imam jega xiiran hori Loma arag,0,0,0,0,0,1
,Cibaado follow lagu doonayo,1,0,0,0,0,0
,Maha cibaado alle haku soo hadeeyo adigaagan follow raadiskaa.,1,0,0,0,0,0
,Cibaadayso ha nagu qaylinee,1,0,0,0,0,0
,Salaada cibaadaada istustus miyaa horta,1,0,0,0,0,0
,Masha allah horay usoco wllkey,0,0,0,0,0,1
,Jegada iga iska jar hee,1,0,0,0,0,0
,Cagaha ma gaaro sidii naag uur leh war ha idanbaajib,1,0,0,1,0,0
,War Facebook cod maleyhy aan so duube,0,0,0,0,0,1
,"
I aamina kan waligiis matukan mana
 weysa qadan wlh maxaa waye gacanta 
 dusha laga dhaqaayo oo hoos laga 
 dhaqenin iyo lugta oo faraha bes 
 ladhaqayo oo ciribta xitaa ladhaqenin 
 War waxaan gafuurka weyn umada yaa kaqabta.""",1,0,0,1,1,0
,Sax ma ahee,0,0,0,0,0,0
,Masha Allaah,0,0,0,0,0,1
,Sulwaalkii dumarka ku xiran kkkk,1,0,0,1,0,0
,Salaada bishaan ley maa imaadey,1,0,,,,
,Ma hadduu salaaddii bilaabay.,0,0,0,0,0,1
,"Alle.Hawaafajiyo.""",0,0,0,0,0,1
,Maxanaga galahe,1,0,0,0,0,0
,"Imamka cimamada kutuur
 Mohamedkheir Ibrahim AlinoorrYB E Sac",0,0,0,0,0,1
,Weesada xusulka gaarsiii,0,0,0,0,0,1
,Hanad Ali Farah wll salaada u diyar garow,0,0,0,0,0,1
,Waryaa waysada baro,1,0,0,1,0,0
,Masjidka ciyarta kadaa hiil ba kasoo ureysee lol,1,0,0,1,0,0
,Sida qan jaha u dhistey lugaha u dhis waraa qan jeey,1,0,0,1,0,0
,Imaam beele weysada iska sax wax baro waa lagaa waaye qandho qanjo weyne,1,0,0,1,1,0
,Xitaa Salada maku keentay calool weyne ciyaarta naga daa balaayo af dameera leh,1,0,0,1,1,0
,Sarwaal nageedka daya,1,0,0,0,0,0
,Masjidka cayaarta kadaa,0,0,0,0,0,1
,Ilaahay haku caafiyo,0,0,0,0,0,1
,Liibaan Maxamuud Shirre imaam catoosh,0,0,0,0,0,1
,Suuligana noso duuuup,0,0,0,0,0,1
,Casir ha tujiyo,0,0,0,0,0,1
,Surwaal kaan rag miyaa xertaan mise dumar Sheik Catooshow!!!!!,1,0,0,1,0,0
,Imaam jeego ujarantahay maxa waaye,1,0,0,0,0,0
,wijiga sfcn udhaq,0,0,0,0,0,1
,Hadana ma masaajidkii Allah bay ciyaar la doonteen kuwaan wax halaga qabto cawwaanta,1,0,1,1,0,0
,Waysada iska sax ha masaajidlayne,1,0,0,0,0,0
,Waar Ilen qeylada micna laanta ehed masajidka ma geysen hadane. SubxanaAllah,1,0,0,0,0,0
,Ex Surwaalkayga day,0,0,0,0,0,1
,Wejiga oo idil in masaxo loogu talagalay adiguna qeyb ayd ka maxaday. Haddii ay weysado saxneyn Salaad ma jirto.,0,0,0,0,0,1
,Neef,0,0,0,0,0,1
,Niyad kama aha waysadu ee wuxu ka raba waa sawirkaas,1,0,0,0,0,0
,Waakaaa heerrkaas baan mareenaa maanta,0,0,0,0,0,0
,Ilahy ucibadayso anaga ha iskaya tusine,1,0,0,0,0,
,Catosh ilen kubow leyhy,1,0,0,1,0,0
,Gormee salaad bilowday,0,0,0,0,0,1
,Madaxaa iskaa xeeer hortaaa,1,0,0,0,0,0
,Diinti maa views kaa soo galay,1,0,0,0,0,0
,Ilah cabsidisa iyo lek tada maxa isku xiray hadana ina cibadey sa neyso miya dad ka tusine wa adiga so du baye kamirada haku walan nio,1,0,0,0,0,0
,Bulaacada lagu dul ducaysanayo maxay ahayd naaso weynow,1,0,0,1,1,0
,Weeyso Qaadka xitaa mayaqaan Qaabka saxda ah ama loo Weeysesdo intaas Ayaa Tusaale Ama cadeeyn ugu Fillan,1,0,0,0,0,0
,"War war dag dag galabta garoowe
 waxaa kadhacay catoosh 
 wuxuu ku xanuunzanyahay 
 midkamidah gaamamka uuka
  daganaah jiigad kaam shabeele 
  kadib waxaa uu ka xanuusaday 
  caloolaay lookariyay jareer meel
   xun kamatagto",1,0,0,1,1,0
,War dinta islamka akugu ciyarin nin kaan naga qaba wazirka dinta awee,1,0,1,0,0,0
,Afurka futo xaar sohayda modaa,1,0,0,1,1,0
,saladana in camero lagu la daba is taago baa kuu hadhy caashow..,1,0,0,0,0,0
,Aamiin yaarabi,0,0,0,0,0,1
,"Mana jeegadaas ayaad illaah 
kala hortagi rabtaa waliba 
adduunka oo dhan ayaad 
isku marqaatiyeynee marna
 surwaal soo qaado ee naagaha
 la niiki marna qamiis soo qaado
  ee immaam noqo adiga lee
   waaye kaaga daran salaaddii 
  miyaa shere iyo like lagu raadinaa",1,0,0,1,0,0
,Catosh so Mar dhow ma eheen markuu bilawaye salada,1,0,0,0,0,0
,Jeegada is kaxiir,1,0,0,0,0,0
,Weesaqaad gacnta kor lee laka dhaqaayo maxa waye hee waxaad rabto miyaa noola imaahe,1,0,0,0,0,0
,Nikaan dadka lajoogaahe weysada kama saxaanoo,0,0,0,0,0,1
,Waan afuray hada belo kula fuq waynntay,1,0,0,1,0,0
,Salaada iyo ducaduna ma igu sawirbaa,1,0,0,0,0,0
,Baacoow igu sawirta dhaaf,1,0,0,1,0,0
,Hada salaada bilaabey muuqal buunakasodubey ar catoosh,1,0,0,0,0,0
,Ilaahay makhluuqiisa badanaa,0,0,0,0,0,1
,Asaa tariku salad ufahme,1,0,0,1,0,0
,Istus salaada alle ma gasho,0,0,0,0,,
,Astaqfuralah waxey lugta ladhqey,1,0,0,0,0,0
,Habka weysadaba uma saxnee siduu wax u dujiyaa,1,0,0,0,0,1
,Catooshow dadka zalaada u imaadey cunin walaalow,1,0,0,1,0,0
,Niyow suuqa dhan wuu kasoo xermay wlhi maslaxo waatas nolol qurux badan ku jirto,1,0,0,0,0,0
,Waxficanaa nafartay edigo hes hes saye biahi barkesed hada noso dhigi lahed sida abdkarin adawe wan ku karah san lahen,1,0,0,0,0,0
,Madaxan Alle cabsidiisa makugu Weyno,1,0,0,0,0,0
,Bashiir Muxumed Nuur Shaambal Gurxan Kabayare Abdifatah Kabayare sxbyaalow adiga matageertaan ninkan,0,0,0,0,0,1
,War waxaan weysa maba ahane sidee dee,0,0,0,0,0,1
,Imam goorme noqotay?,0,0,0,0,0,1
,Tinta iska xiir,1,0,0,0,0,0
,Weysada iska sax sida bariska lo saxdo le taqaan,1,0,0,0,0,0
,Masjidka ciyarta ka daa,0,0,0,0,0,1
,waji xume,1,0,0,1,0,0
,Alahii ku uumay eed malahan balse indhihii ku arkaa ayaan daran,1,0,0,0,0,0
,Waxad u baahaanthy in laga saxo qaabka loo waysa qaato sida ma ahan sidan lo waysa qaato waydii dadka dhanka diinta kugu dhaamo wa iga talo,0,0,0,0,0,1
,Salada baday,0,0,0,0,0,1
,Madaxan iskatuusi Ilahay cabsidiisu haday kugujirto,1,0,0,0,0,0
,Weysadana sifiican iskaga sax,0,0,0,0,0,1
,Dhafoorada xiiran bal eega!,1,0,0,0,0,0
,Inta salad lagaarin weesada iska sax,0,0,0,0,0,1
,AftuunbooY Masjidka ma sabbaa kaa jirta Ehlu ceesh baa Tahye,1,0,0,1,1,0
,Siilkiii hooyadaa ay Ay dhly oo dhaylada cuna,1,1,0,1,0,0
,MASJIDKA MAA views inkkagaly kkk,1,0,0,0,0,0
,War laba arin aa laYaabaY,0,0,0,0,0,1
,AfkaaN aad mood0 fuTo xaaR zoo waDa laYzkuma qaban kaR0 miYa wa Ybe,1,0,0,1,1,0
,Teeda kale wxaY lUgTan ad mooD0 qoF CurYaana oo kLe ugabaN hhh,1,0,0,1,0,0
,Catoosh fataale,1,0,0,1,0,0
,Nio weesaqaadka iska sax waa iga waano,0,0,0,0,0,0
,Surwalka ka wadato waa ki dumarke so bedel,1,0,0,1,0,0
,Jagada jareta nagaqari horta adiga,1,0,0,1,1,0
,Fooda iska jar yahuudda ayaa sidan u jarata,1,0,0,1,1,0
,Madaxaa sifiican ujaro markaas dadki waani mahadsanid,1,0,0,0,0,0
,Lugtaada ma gaartid caloosha mka celinyso,1,0,0,1,0,0
,Wax kale ow noosootabiyo inta waayey ayow cagahiisii bal balaraay ayow sida gelee ayow meesha keeney maxaa lasheer gareynaa cagahaaga miyaa,1,0,0,1,1,0
,Jega xiirka iska daa Durdur Media Group,1,0,0,0,0,0
,Aadaan Somali Barkhad M Hussein Qofkan Laba nin miya iska dhalay,1,0,0,1,0,0
,wesaqaadku cilmi ow rabaa,0,0,0,0,0,1
,Weysada Lee iska sax imam wax kama ogide,1,0,0,0,0,0
,Catooshow surwaalka istakiin miya leh,1,0,0,1,0,0
,Kolba wa kii hablahee,0,0,0,0,0,1
,"Kan maba yaqaano arkaanta waysada, wuxuu dadka qayr ugu yeera.",1,0,0,1,0,0
,Wll weesada iska sax,0,0,0,0,0,1
,Luga kuu dhiman ducada maxaa waaye,0,0,0,0,0,1
,Surwalka gabdhedka Iska badal Marka Hore Ka dhib lee hadal Iskifoo,1,0,1,0,0,0
,"waan tukaday hadana ii,shire gareeya salaad,ajri leh ma,noqon,kartaa ii,dheh manoqoto,salaaduye,sheerka rabbigaa markaad gasho,bini,aadamka waxba haka doonin,haddii kale iyagaad,utukatay",0,0,0,0,0,1
,Lugta sifican udhaq he,0,0,0,0,0,1
,Wesada iskasax marka hore waji haf ladhaqayo sax mahan,0,0,0,0,0,1
,weysada views maso galey codkaan loo maleeyo qof xaaraayo maad iska badashid,1,0,0,1,0,0
,"Alle ayaaba horistaagosaa 
   saladna wan tujinaa aad leedahay madaxaadana soo ujaranyahay ma arkoosid mise igu sawir waaye wxaaga hadey ikhlaas kaatahay 
   iska xiir tinta qaabta daran 
   hadey ii gu sawir thayna hakuu ahaato sidaada
    ok",1,0,0,0,0,0
,Waxani ma cagtaadi baa mise xabad avacado ah,1,0,0,1,0,0
,Saabir Yasin Abdalla Burhaan Jibriil Abdullahi Baashi Ali Abdirahman Garabcad Abdi Hakiim Gacan weesada lagu dhex duceysnaya,0,0,0,0,0,1
,adeer nagadaa qaylada neefyow qanjaa wayni,1,0,0,1,0,0
,Catooshoow weesada cayaarta ka daa wajigu kuuma dhaqnee,0,0,0,0,0,1
,Ista tuska waa waxii lagu halaagsamo,0,0,0,0,0,1
,Ee iska ilaali waxaan ookale,0,0,0,0,0,1
,Muxuu akhrinayaa,0,0,0,0,0,1
,Balaayo xumoo jeego xiiran,1,0,0,1,0,0
,Dalbixisa daay ar wuxu cawansana.,1,0,0,1,0,0
,Atoosh garabka xusulka gaarsi weysada kheer allh xakuu siye,0,0,0,0,0,1
,Salada iska saxa ,0,0,0,0,0,1
,Timaha hagaaji,0,0,0,0,0,1
,Codka adileeba sare miyaa,0,0,0,0,0,1
,Wax walbo views kaa noqoty,1,0,0,0,0,0
,Masjidka caayaar ka da walal madaxa tinta ku taala hagaaji kheyrka hada jecashahay,1,0,0,0,0,0
,Waryaa way saqat sax gacanta sfiicn udhaq walal,1,0,0,1,0,0
,Caadi umaadan weeso qaadan.,0,0,0,0,0,1
,Waxyaabaha aanan soonka jebinin waxaa ka mid ah:,0,0,0,0,0,1
,Mnasha alah imaam natuji,0,0,0,0,0,1
,Madaxa inaad is qarisa ayey eheed,0,0,0,0,0,1
,shaqfo dheerey shere baad iska rabtaa ee daacad kaama aha,1,0,0,1,0,0
,Waxaan kufakiraa maslaxo hadey argto maxeey isdhahdaa,0,0,0,0,0,1
,Waysada cayaarta kadaay waryaa waxaas Wayaa kaama raacine,1,0,0,1,0,0
,Imaam.aa foodaa ujaran bee subxaanalaah,1,0,0,0,0,0
,Masjidka cayarta kadaa curiyahoow.,1,0,0,1,0,0
,Masjidka yaa ku dhahay dheyLa lgu cunaa,1,0,0,0,0,0
,War sheikh waysadaaba kaa qaldan,1,0,0,0,0,0
,Walaal waysada hagaaji,0,0,0,0,0,1
,Maa ninkaan aya soomi war baal ii shegga,1,0,0,0,0,0
,Midigta miyaad ku dhaqee lugaha,0,0,0,0,0,1
,Madax kuyala day,1,0,0,1,0,0
,Sida loo weyseysto baro wiil yahow wajiga marka ladhaqayo waxaa laga bilaa foosha ama meesha tinta kasoo baxeyso,0,0,0,0,0,1
,viewska maa inta kaa galay,1,0,0,0,0,0
,War anagaa balaayo aragnay,1,0,0,0,0,0
,Catosh waa duqooway,1,0,0,1,0,0
,Balaayo kugu dubtay,1,0,0,0,0,0
,Weesada lee iska sax haimanleyne,1,0,0,0,0,0
,Waysadi ayaaba u saxnen maskinkan,1,0,0,1,0,0
,Horta adigu Weysa qaadka iska sax Kadib dadka waani,1,0,0,0,0,0
,Jeegada iskijar ama ayaarta dhaaf,1,0,0,0,0,0
,Waysa qaad iskasax catoosh taa waa iga dardaaran,0,0,0,0,0,1
,Waysada malugu shekeyaa marka,0,0,0,0,0,1
,"Surweelka nagta kaso xaday u celi hadu dono dahir ma ahyne
 wabila salade ader",1,0,0,1,0,0
,Maxa diinta kaftan ka dhigtay oo ciyaar,1,0,0,0,0,0
,waraa Sida loo weysaaysado Laguma barin miyaa maxey tahay midigta Aad lugaha Ku dhaqeyso bidixdaa logu talagaley,1,0,0,1,0,0
,Waysada kuceli,0,0,0,0,0,1
,Jeega xiirnimo wax wacan baad mooday,0,0,0,0,0,1
,Catoshow maslaxo meday,0,0,0,0,0,1
,Kuwa Catooah tujiyay salaadda lagama aqbaline ha qalleeyaan.,1,0,0,0,0,0
,Wagaad naagah la baqleey jirtay maxaa alle uga cabsa waayday,1,0,0,0,0,0
,Anaga maanosheege Marka,1,0,0,0,0,0
,Shekh catoosh,0,0,0,0,0,1
,Wxy sad uweysaysanaya wll catoosh,0,0,0,0,0,1
,Ma cibaadadi aad hadane ku keenkeentay,1,0,0,0,0,0
,Lugaha gacantee lagu meyraa bidix mase midig,0,0,0,0,0,1
,Catooosh yab ladhahay shb ragcada labaad ila .soosocod sii,0,0,0,0,0,1
,Lugta qeebta hoose ma gaartid miyaa,0,0,0,0,0,1
,Saladada an sax maha wll wey sada iska sax masax nee,0,0,0,0,0,1
,Cibaadadu kali ha kuu nonoqota,0,0,0,0,0,1
,Waligey nin weyn oo sidaan uwaseysinaa maarag war niyow weysada iskasax,1,0,0,0,0,0
,"Catooshow tomahaaga side saxda 
 ujaro eefooda iska jar adiga 
 Marka hore is fiiri dhaqankaaga
 nin food ujarantahay waxdadka
 umasheeko asigaa waxloosheekaa 
 taasogow catooshow adiga allaha
 kacabso timaha iskahagaaji 
 waa bil ramadaan ",1,0,0,0,0,0
,Naag aan isfahno luqa qali,0,0,0,0,0,1
,Ilmo cml uwaysa qaadanoysaa,1,0,0,0,0,0
,Salaad view laga raadiyay,1,0,0,0,0,0
,Salatii xita ma so tabine walhi waaa yaab,1,0,0,0,0,0
,Aqli lix saac ma saladii ayaad view ka raadinaysaa balo qal dameera leh,1,0,0,1,0,0
,dhafoor xiirane muxuu cabsi alle ka ogyahay horta dhaqnka suuban ee islaamka qaad,1,0,0,1,0,0
,view miyaa idinka galay inad kujeesjeeska diinta,1,0,0,0,0,0
,Maxamed raage,0,0,0,0,0,1
,Wesa qaadka iska sax wajibka ale magalo igu sawire,1,0,0,0,0,0
,Tunjii kii caruurta ku saxaroon jireen miyaa,0,0,0,0,0,1
,Sxip adoo xaraaya no Soo duub,1,0,0,1,0,0
